"mixture","Replication","Dilution","Response","celltype","phenotype"
"RFD-L","5",1,0.0155674765961923,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","6",1,0.0521720837277795,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-L","6",1,0.169138529504576,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-H","6",1,0.0757336699274219,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-H","6",1,0.0180919322604397,"iCell Hepatocytes","Mitochondrial Integrity"
"Expo-L","6",1,0.0298727253602609,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-H","6",1,0.687072683286,"iCell Hepatocytes","Mitochondrial Integrity"
"POD-H","6",1,0.17418744083307,"iCell Hepatocytes","Mitochondrial Integrity"
"RFD-L","6",1,0.0214578731461029,"iCell Hepatocytes","Mitochondrial Integrity"
"AC50-L","1",0.0001,1.11185080739656,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","1",0.0001,0.970523686909099,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","1",0.0001,1.02849036550206,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","1",0.0001,1.1083621624259,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","1",0.0001,0.981217711525717,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","1",0.0001,1.55580784486687,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","1",0.0001,1.02295712030771,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","1",0.0001,1.03954762611102,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","2",0.0001,1.20219115270106,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","2",0.0001,1.2255953432401,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","2",0.0001,1.05319241182043,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","2",0.0001,1.15141606331654,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","2",0.0001,0.927399883478602,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","2",0.0001,1.180711373816,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","2",0.0001,1.0292054177649,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","2",0.0001,0.989886055159343,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","3",0.0001,1.25879644653285,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","3",0.0001,0.881773750927783,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","3",0.0001,0.96810418821819,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","3",0.0001,1.01908750287937,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","3",0.0001,1.08707341983769,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","3",0.0001,1.29913814540495,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","3",0.0001,0.952727375205671,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","3",0.0001,1.08441890523363,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","4",0.0001,0.994360629710114,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","4",0.0001,0.9447578139542,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","4",0.0001,0.940287084253059,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","4",0.0001,0.938710213012609,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","4",0.0001,0.971446503588179,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","4",0.0001,1.40321996679537,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","4",0.0001,0.93898807268967,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","4",0.0001,0.937419450305122,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","5",0.0001,1.10696194059775,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","5",0.0001,1.03161045632208,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","5",0.0001,0.991572017759029,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","5",0.0001,0.982103346519926,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","5",0.0001,0.993858807287015,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","5",0.0001,1.22587350008426,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","5",0.0001,1.01218752478468,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","5",0.0001,1.0088728004437,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","6",0.0001,1.01352614046905,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","6",0.0001,0.892682840716916,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","6",0.0001,0.943867484236309,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","6",0.0001,0.980404550820865,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","6",0.0001,0.941049902159107,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","6",0.0001,1.05929921008986,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","6",0.0001,0.959953227869566,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","6",0.0001,0.959188211069665,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","1",0.001,1.21214703252819,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","1",0.001,1.09902439893224,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","1",0.001,1.05157347643491,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","1",0.001,1.06207953273965,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","1",0.001,0.987598562461757,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","1",0.001,1.18056533463213,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","1",0.001,1.03352189185356,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","1",0.001,1.06942077660246,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","2",0.001,1.27883453589172,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","2",0.001,1.05241060764204,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","2",0.001,1.1333161708842,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","2",0.001,1.34481881474595,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","2",0.001,0.895207165901187,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","2",0.001,1.28312201390688,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","2",0.001,0.952326543484964,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","2",0.001,1.05240374857798,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","3",0.001,1.21580622440782,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","3",0.001,0.899279409791855,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","3",0.001,0.950343814291644,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","3",0.001,1.04581412487975,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","3",0.001,0.957462262531639,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","3",0.001,1.12886744288424,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","3",0.001,1.46696089548182,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","3",0.001,1.02349185356128,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","4",0.001,0.993895293304416,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","4",0.001,0.972379735767829,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","4",0.001,0.926881780210717,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","4",0.001,0.891775184196096,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","4",0.001,0.979221960473548,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","4",0.001,1.39486421220956,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","4",0.001,0.959484040395672,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","4",0.001,0.962625965324089,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","5",0.001,1.18834526106782,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","5",0.001,1.0527590509173,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","5",0.001,0.998612076824538,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","5",0.001,1.04776954448035,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","5",0.001,0.946193421284365,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","5",0.001,1.40564280537062,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","5",0.001,0.974608410814287,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","5",0.001,1.01432287300843,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","6",0.001,0.933471997261913,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","6",0.001,0.948015060651762,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","6",0.001,1.00256539959259,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","6",0.001,1.04032199313487,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","6",0.001,0.940871413258896,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","6",0.001,1.27911960058288,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","6",0.001,0.979243504826981,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","6",0.001,1.01230276244313,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","1",0.1,1.45434057400161,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","1",0.1,1.21621139469314,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","1",0.1,1.11489717185958,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","1",0.1,1.06044743704147,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","1",0.1,0.986847572422036,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","1",0.1,1.00358403476988,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","1",0.1,1.50143487681763,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","1",0.1,1.27145845955301,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","2",0.01,1.54461495246415,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","2",0.01,1.42304535565894,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","2",0.01,1.30965373622192,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","2",0.01,1.16555499087559,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","2",0.01,0.941144838381001,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","2",0.01,1.15508975839788,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","2",0.01,1.51688230513419,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","2",0.01,0.923778989761599,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","3",0.01,1.36953047821588,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","3",0.01,1.00379541067085,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","3",0.01,0.981633676572993,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","3",0.01,1.07548221104875,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","3",0.01,1.00264232349574,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","3",0.01,0.993989665839175,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","3",0.01,1.60415083306327,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","3",0.01,1.03742776728617,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","4",0.01,1.08192667495141,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","4",0.01,0.91239564173687,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","4",0.01,0.897168325836917,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","4",0.01,0.931147339897984,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","4",0.01,0.997049594520639,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","4",0.01,1.45348008359192,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","4",0.01,1.13742390805174,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","4",0.01,0.963241277104789,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","5",0.01,1.02279918225012,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","5",0.01,1.07017194714894,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","5",0.01,0.974735375906621,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","5",0.01,1.06584588183328,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","5",0.01,0.978994885631839,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","5",0.01,1.68328736933244,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","5",0.01,0.995383890371693,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","5",0.01,1.0732951694638,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","6",0.01,1.16354073508629,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","6",0.01,0.999092901613713,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","6",0.01,1.02212272199501,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","6",0.01,1.06416881072485,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","6",0.01,0.961150663754343,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","6",0.01,1.10227789416124,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","6",0.01,1.22460612014966,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","6",0.01,1.01438126986157,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","1",0.1,1.45434057400161,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","1",0.1,1.21621139469314,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","1",0.1,1.11489717185958,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","1",0.1,1.06044743704147,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","1",0.1,0.986847572422036,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","1",0.1,1.00358403476988,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","1",0.1,1.50143487681763,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","1",0.1,1.27145845955301,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","2",0.1,1.29860120154941,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","2",0.1,1.22532761764874,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","2",0.1,1.37726199146055,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","2",0.1,1.38614446391768,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","2",0.1,0.8876767761161,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","2",0.1,0.936721806046459,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","2",0.1,0.908388618734662,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","2",0.1,1.03632598880258,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","3",0.1,1.35761188857215,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","3",0.1,1.03620351732149,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","3",0.1,0.93234558889008,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","3",0.1,1.03035392878733,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","3",0.1,0.993159941181635,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","3",0.1,0.591519486205734,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","3",0.1,1.60509561748735,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","3",0.1,0.979852153478581,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","4",0.1,1.48696433452027,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","4",0.1,0.966792700954015,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","4",0.1,0.909698614315551,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","4",0.1,0.921008540737432,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","4",0.1,0.95532802887921,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","4",0.1,1.15457114065692,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","4",0.1,1.67977371719265,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","4",0.1,0.950701916687035,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","5",0.1,1.79525449159651,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","5",0.1,1.00201086379609,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","5",0.1,0.940661755338716,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","5",0.1,1.0436304872766,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","5",0.1,0.976492388221624,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","5",0.1,1.26582531064057,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","5",0.1,2.11320289339994,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","5",0.1,0.969785930191557,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","6",0.1,1.46413949790774,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","6",0.1,0.982622862228262,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","6",0.1,0.929802494014366,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","6",0.1,0.992633320485845,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","6",0.1,0.926452286976404,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","6",0.1,1.03131334731194,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","6",0.1,1.42099002707253,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","6",0.1,0.944682643025544,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","1",1,1.52567241264968,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","1",1,1.09265221479552,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","1",1,1.27234555656261,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","1",1,1.5841444978654,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","1",1,1.47498889796824,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","1",1,0.954115473128966,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","1",1,0.712047951462697,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","1",1,1.56880645819163,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","2",1,1.56635307221212,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","2",1,1.35139685344367,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","2",1,1.15292237679564,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","2",1,1.71590751091033,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","2",1,1.67573612652409,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","2",1,0.746007296396017,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","2",1,1.27652915694502,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","2",1,1.7339599632046,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","3",1,1.42745766554094,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","3",1,1.04992727007182,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","3",1,1.63129302757413,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","3",1,1.51629011688924,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","3",1,1.32645837084874,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","3",1,0.840676888730001,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","3",1,1.18171424335632,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","3",1,1.39710550136147,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","4",1,1.73970592093342,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","4",1,2.17266811456858,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","4",1,2.05382549581147,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","4",1,1.56958762685457,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","4",1,1.51125695681126,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","4",1,0.837645717143459,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","4",1,1.02198090535731,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","4",1,1.61545090519451,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","5",1,2.13357950202349,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","5",1,2.55845243979832,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","5",1,2.09561737198503,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","5",1,1.83328152505107,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","5",1,1.90444867053018,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","5",1,0.848492331824202,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","5",1,0.725350869576696,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","5",1,1.55344724731776,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","6",1,1.8740070578641,"iCell Hepatocytes","Nuclei Mean Area"
"POD-L","6",1,2.11968346615382,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-H","6",1,1.61834943179871,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-H","6",1,2.09355307326594,"iCell Hepatocytes","Nuclei Mean Area"
"Expo-L","6",1,1.7722967240403,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-H","6",1,0.782075055407424,"iCell Hepatocytes","Nuclei Mean Area"
"POD-H","6",1,1.25680612094138,"iCell Hepatocytes","Nuclei Mean Area"
"RFD-L","6",1,1.67709831823545,"iCell Hepatocytes","Nuclei Mean Area"
"AC50-L","1",0.0001,1.18921521425132,"iCell Endothelial cells","Cell Number"
"POD-L","1",0.0001,0.886856042368801,"iCell Endothelial cells","Cell Number"
"RFD-H","1",0.0001,0.976408281174771,"iCell Endothelial cells","Cell Number"
"Expo-H","1",0.0001,0.966779008184882,"iCell Endothelial cells","Cell Number"
"Expo-L","1",0.0001,1.06307173808377,"iCell Endothelial cells","Cell Number"
"AC50-H","1",0.0001,0.900337024554646,"iCell Endothelial cells","Cell Number"
"POD-H","1",0.0001,0.832932113625421,"iCell Endothelial cells","Cell Number"
"RFD-L","1",0.0001,0.924410207029369,"iCell Endothelial cells","Cell Number"
"AC50-L","2",0.0001,1.01203659123736,"iCell Endothelial cells","Cell Number"
"POD-L","2",0.0001,0.91478093403948,"iCell Endothelial cells","Cell Number"
"RFD-H","2",0.0001,0.909003370245546,"iCell Endothelial cells","Cell Number"
"Expo-H","2",0.0001,0.994703899855561,"iCell Endothelial cells","Cell Number"
"Expo-L","2",0.0001,0.885893115069812,"iCell Endothelial cells","Cell Number"
"AC50-H","2",0.0001,0.831969186326432,"iCell Endothelial cells","Cell Number"
"POD-H","2",0.0001,1.09099662975445,"iCell Endothelial cells","Cell Number"
"RFD-L","2",0.0001,1.00048146364949,"iCell Endothelial cells","Cell Number"
"AC50-L","3",0.0001,0.949446316803081,"iCell Endothelial cells","Cell Number"
"POD-L","3",0.0001,1.02455464612422,"iCell Endothelial cells","Cell Number"
